,user_name,user_elite,stars,review,user_date,user_friends,user_reviews,user_photos,user_url
10,Jingru H.,0,5,"Wonderful place to have a nice piece of Pizza! But due to its fame, you will probably have to wait if you don't have reservations. The service here are great. They explained different flavors to us and made just the best recommendations!Tips: Better taste it before it goes cold.",7/23/2019,0,1,2,xURcVZmbgJDny1dVG6GN0g
11,Sophia L.,1,5,"When people rave about NYC pizza, this is exactly what they are talking about!!After a slight detour to the bank because we didn't realize they cash only, my friend and I ordered a large original pizza to share. Was just a little bit too big to finish in one setting, but the regular size would have been too small. The crust was crispy yet chewy, the sauce tasted fresh, and there was the perfect proportion of cheese. My one very minor complaint was that the pizza was a bit under seasoned, but they generously provide shakers of s&p, red pepper, and cheese at the table.",7/3/2019,1,38,62,ZIqfha_9skWRwmX9EOWeIw
12,Matthew R.,1,5,"My one regret was that I had but one pizza I was able to eat. I was dying to try the famous clam pie, but alas, I was by myself and it doesn't come in the smaller size (less than 16 inches). Every bite was a celebration of fresh ingredients and the magic of NYC water. This is what a pizza should be. I can't wait to return on subsequent trips.",6/25/2019,219,625,237,jQB-yh5WoOPMrfqwZEBfSg
13,Risa S.,1,3,"A place where if you're a tourist it's on your ""must eat"" list when you visit nyc and if you're a local it's prob on your ""eat once just to say you've tried it"" list. Came here on a Saturday night to meet up with a friend that was in town. If she didn't choose the location I don't know if I would have ever gone. Cash only. There's an ATM inside. Got there around 6:30pm and the wait for a table for 5 was 30-40minutes. We probably got seated in about 20-25 minutes. Not too bad for a place that was packed and a lot of people waiting. We got the clam pizza (large-8 slices) and the margherita (small-6 slices). I think it was definitely enough for the 5 of us (but we were also saving room for dessert and I had a beer). Both pies came out super quick. The clam pizza was delicious! Super strong garlic smell but the taste itself wasn't overpowering with it. Which is good. And the added fresh lemon juice squeeze makes the pie that much better. The margherita pizza was also good as well. Pretty standard. But I prefer the clam better. I personally like the crust. So thin and crispy! Mmm. Major downside. The price. For one large, one small and a beer, the total (with tip) came out to be around $75. The pizza itself is delicious but I think there are a lot of other places in NY where you can get delicious pizza for a lot less of a value. But you're paying for the name, I guess. Service was good for a busy place. Our server made sure our waters were always full and that we were doing fine. Will I come here again? Only if an out-of-towner wants to go.",4/28/2019,4,212,420,ZCyka_VOgWMN2eV-AE5jhg
14,Jessica E.,1,4,Wow such an honor to eat at the first pizza place in America!! You can feel the old school pizza join vibe - it's definitely a real treat!I got the large Margherita pie to split with one other person and it was perfect. The bread was FANTASTIC. Cannot emphasize that enough however the sauce was pretty bland. I recommend that they add some spicing or something to it.So not the best pizza I've ever had but definitely worth visiting!!,4/20/2019,286,107,248,b4IR7Qs8PCk0VRU4UK88RQ
15,Wanda H.,1,4,"We stopped in here after going on the St. Patrick's Cathedral Catacomb tour (GO. DO. THIS!), so we could say we ate in Little Italy.  And we did.  We ordered the Bruschetta appetizer, a House Salad, and a small White Pizza, to share amongst 3 of us.  While waiting for our food, the Sangria and cider (Magner's!) were both very good.  The waitress was worried that we might be disappointed in the amount of food, for 3 of us.  But once we let her know we weren't there to really fill up, she was good to go.  We enjoyed every bit of that food, and didn't leave stuffed, but with VERY happy moufs!",6/10/2019,104,352,304,hKBQ-PFlcB-t5FK3HUxoyQ
16,Tina H.,1,5,We couldn't have been any luckier with our timing! It seems as if we beat the dinner rush! We definitely wanted to try Lombardi's before we left New York City and I'm so thankful we did because it was so delicious. The service was fantastic. They are well known for their Margherita pizza. The sauce is EVERYTHING. You can even purchase their sauce! We love pizza and beer. So we also paired our pizza with a nice cold glass of Peroni. DELICIOUS. I really enjoy the flatbread type crust and can still be able to put away more pizza!The ambiance is very nice and casual. There were larger groups with families. I also noticed locals still enjoy a touristy establishment! They also sell shirts and souvenirs here too. I would definitely love to come back to Lombardi's and try some of their other great pizzas.,6/25/2019,86,157,231,zTJtUsTon0muUcMe1YMsEg
17,Nadine A.,0,5,We came here after lunch hour. It was pretty quiet which we really like. Their pizza was pretty good! Thin crust and tasty! Will definitely come back :),7/23/2019,12,29,9,B_PVLoQ-DmvanCpPrUwQ_w
18,Rick N.,0,4,"So I had to try the world famous Lombardi's. AMAZING. Tastes like the pizza I grew up with in the Upper Peninsula of Michigan (Congress Pizza). The sauce is smooth and a little sweet. This is how every pizza should be made. Tried an Italian Raspberry soda, which was good, but had too much creme. The only reason I didn't give 5 stars was the waitstaff was a little too quick with everything.",7/19/2019,1,25,14,LycJJZn0wot6Q_RMDkWfog
19,Grace L.,0,4,Lombardi's is the home of pizza and everyone who loves pizza should certainly make a stop by this traditional pizzeria.Lombardi's makes traditional pies at a reasonable price and was the first pizzeria in America. I've been here a few times with my pizza loving friends and have always had great service and good food.They make their pizzas traditionally- with San Marzano tomatoes and few toppings- but every bite is delicious. It feels like this is what REAL pizza is supposed to taste like.The only negative is they are cash only. They have an ATM on site but it is rather annoying to have to go catch cash before a meal.,6/15/2019,179,28,27,3MkHkJSoxouwiyMSRAH2JA
20,Chaz D.,1,2,"When I came to New York for the first time last week, I was set on being able to try Lombardi's Pizza. After all that I had read on the history of this restaurant, I knew I had to get some pizza. I came in with a group of three and one of the people had a dairy allergy. I know that obviously that's a difficult allergy to have in a pizza restaurant, but I figured that there would be at least a couple different items they could order regardless. I was wrong. FOOD: Aside from a few salads and some small appetizers, there was nothing else on the menu besides the pizza. Don't get me wrong, I'm game for some pizza, but we needed something for our person with an allergy.SERVICE: I then asked our server if there was any possible way that we could order one of the full pizzas, and just not put cheese on half of it. He went back and forth with me on trying to say that the pizzas are the way that they are and ultimately it was frustrating. I tried and tried to explain it, and for some odd reason he just didn't understand. This was the last conversation that we had before I ended up asking for the check for our drinks so that we could leave and go somewhere else. I also was disappointed to see that 90% of the people working at this restaurant weren't even Italian. This doesn't seem like a big deal, but for relying on authenticity, it sure doesn't sit right with me. OVERALL: I spent about 25 minutes inside Lombardi's before we left unsatisfied and disappointed. I was extremely excited to try this restaurant, but I will not be returning.",3/31/2019,114,67,171,fjnVxFIP3d8gcYuiII83kQ
21,Sarah B.,0,4,Good pizza! A little light on the meat toppings but overall very good. The Italian soda was really good and something different. Great atmosphere and so fun walking through the kitchen to get to the upstairs dining. Staff was friendly and service quick. Recommend.,7/14/2019,2,32,30,DACzNIIzaRiwOqGqPVquyw
22,J T.,0,4,"I'm usually not a fan of pizza at all, but I had to make an exception when I heard Lombardi's is America's first pizzeria. We ordered the white pizza (full of cheesy goodness) and the clam pie where we were given a generous amount (3 dozens worth) of chopped clam. Both pizzas were super thin and crispy, exactly how I envision the perfect pizza to taste like because thick, chewy pizzas are the worst. :) This was legitimately one of the best pizzas I have ever eaten.The restaurant has a dining area in the front and back as well as a dining area in the basement. I was not a fan of the dining area in the basement since it was in too close proximity to the washrooms and my table was pretty much directly in front of the washroom. I understand not much can be done since this pizzeria is so popular and the extra seating in the basement is to alleviate long wait times. We did not have to wait more than 15 minutes for a table even though it was prime lunch hour. Hopefully I can be seated in the main dining area on my next visit.  Prices are a little overpriced for pizza and the restaurant can be a little touristy. But I still love the quality of the pizzas here.",6/5/2019,2,60,96,2SHMIVAtesGrlJu5EmMTpQ
23,James T.,1,5,"Why are you reading this? When I am in NYC this is the ONE place I HAVE to do to. It is absolutely amazing. Best Pizza on the East Coast let alone NY.GO EAT THIS AMAZING FOOD! Extra positives - staff always very nice, food consistent over the last 5-6 years I've been here and probably all the way back to when it started.This place is perfect. Get your pizza and your paper plates and find yourself in heaven.",4/12/2019,136,69,105,j9-ZDwEDVFnZ7q2u9bjMYw
24,Jeanie P.,1,4,"Obvi came here because hello it's ""Lombardi's"" pretty cool experience. Interior was awesome, there was a little wait time and when we were seated it was upstairs. Not as comfortable as I would like but I wasn't sure about the whole vibe if it was suppose to be like that or not. I'm not a New Yorker lolPizza was good, not something I thought was extraordinary but I'm glad I came to visit and try",3/1/2019,78,131,662,yZgHNJ1FjuLLRp1WM_-1Zg
25,Julie C.,1,2,"Came on a Friday night around 7pm for dinner and was seated quickly. The restaurant is bigger than it looks on the outside but majority of the place was empty. This should have been a red flag since I would expect an establishment with over 5k reviews to have some kind of wait.We ordered the clam pie and half a white/margarita pie. The food looked appealing but tasted incredibly DRY. The margarita pie wasn't saucy enough and the clam pie tasted so dry that with each bite I needed to squeeze some lemon over it. At one point I just picked off all the clams and left the crust. The food was overpriced for the quality of the pizzas. Big disappointment considering all the glowing reviews for this place.Bottom line, super overrated. There are better places in NYC for pizza.",2/17/2019,64,158,508,RoO8V10M8wLrJT-JnuNVig
26,Theresa H.,0,3,My daughter and I ordered the white pizza and pesto pizza and both were mediocre. The crust was great but the pie was bland. I added a lot of crushed peppers to give it some flavor.,7/11/2019,2,10,17,_aevJAV1HIt9T6wLH-XU0Q
27,Max O.,0,5,"Nostalgia at its finest supposedly the first pizza restaurant in the US since 1905 ... this pizza place is excellent, I will definitely return.",7/22/2019,17,66,24,hwRuukLo_DbmIU-7UpMZbA
28,Chait L.,0,1,"Wow.   Thought the first pizzeria in America was with trying.   After tasting the horrible crust, I enquired what flour they used and after giving me the run around for 15 minutes, they told me it was bleached flour. Bad customer service.  Rude people, the whole lot.  Would avoid. Three of us went to try it out, ate one slice each... didn't want to be rude... packed the rest to not be rude.  Threw it in the trash as we exited cause the homeless guy outside didn't want it either.  Wow!!",5/10/2019,14,25,23,75m78thmBkgcnsLS0zOTTw
29,Jeff B.,1,5,"Lombardi's is one of the pizza places I've wanted to try for several trips. Finally this one I found myself in SoHo and made it. It was worth the wait. Got there around 1 PM so still lunch hour. Was seated right away. The place is bigger than it looks from the street. We shared a mozzarella tomato appetizer which was really good drizzled with the balsamic vinegar and olive oil that's at each table. We ordered the Buddy Special pizza with sides of Kalamata olives, pepperoni and meatballs. It was done perfectly and those add ins really put it over the top. Perfect coal fired pizza. We got the small which was plenty for our group of three. The service was great and the place was clean and well organized. The bathrooms are unisex and super clean. Overall very impressed with the operation and quality of food. We definitely will be back next time we're in the area.",2/10/2019,61,75,190,MOd3IGYLCAp_qjLvbzw5XQ
30,Anawin K.,1,4,Who goes to NYC without trying pizza?! We got the clam pizza and another one but I forgot the name. It was an overall great experience. The staff was friendly and gave us suggestions. The restaurant was huge! We walked a good bit to get to our table lol.,5/4/2019,182,135,432,auNEI7561VMt2qf37LfGZA
31,Sam G.,0,3,"I have been here 3 times, all 3 times were with tourist that wanted to come because of they wanted to experience eating at the oldest pizzeria is the US.  Each time, I came, I have been disappointed, not so much of the food, but the prices keep going up.  I have held off with my review of this place for awhile, but after eating here and other pizzeria in NYC, the pizza is good, but not great.  A good tourist spot for photo opps, but the food portions does not warrant the prices they are charging.",7/8/2019,2,14,2,Cm-hPBkESyhT4T-WvlrNvA
32,Dana K.,1,4,"The difference between pizza and your opinion is I asked for pizza. My friend wanted pizza and I promised to bring her to all types of pizza places in NYC. I know I'm a good friend. Everyone knows New York City is known for their pizza and this place is supposed to be famous for their pizza. Ironically I'm not a huge pizza fan but I do enjoy pizza without marinara sauce, white pizza. White pizza is easy to find in NY so I was eating too! When we got there this place had a huge line and wait. Who had time for that? I'm sure some people but we had a lot of places to see so...not us. We asked if we could get an order to go and they said yes. They had a whole other room that was designated for to go orders. Thank god we were going to be able to get a pizza! I ordered our pizza and it only took a minute. We got half margarita half and white pizza. He told us it would be ready in 10 mins. I went across the street to the Rice Pudding to pass the time. I knew dessert would go great with pizza, but who am I kidding dessert goes well with anything. We ended up eating the pizza outside the restaurant on the street...like animals. Honestly, I didn't care, we shoveled those pieces of pies in like we hadn't eaten in days. We were hungry and the pizza was hot. It beat waiting in that long line. The pizza was good but not the best I've ever had. I would go back but you would never catch me in that line. I suggest ordering to go and eating like an animal like we did outside.",1/12/2019,419,663,17246,59GSwMflQFllOAWvw0F5mw
33,Karissa F.,1,5,"A monumental moment of foodie heaven, the first pizzeria in the U.S.! Still located in the same spot in Little Italy, with a lot of the original work inside--welcome to Lombardi's! So ecstatic to finally arrive here as a post op stop from biking all around Central Park, you can imagine quite an appetite worked its way up! Ooey gooey cheesy goodness, who doesn't adore pizza?! You'll want seconds and thirds! Or how ever how many rounds it takes until you're trying to eat the whole pie to yourself! Bike, sightsee, live, laugh, love and enjoy! Xoxo",4/29/2019,0,64,117,xBI6xDcrm2WJ6IHWN0nRHQ
34,Kassandra S.,1,5,Stumbled upon this restaurant when our original plan had us waiting 3 hrs for an open table! We were seated immediately upon arrival of the restaurant. The server was very helpful and suggested we order half a pie of two different toppings. We got white pizza and pepperoni!!! Ahh I love how the pepperoni cooks up and becomes into little tiny cups. The edge of pepperoni is crispy while maintaining and tender middle. Pizza is packed with flavor and also crispy bottom dough. Three girls devoured this pizza and left very happy customers!!!,5/15/2019,157,61,89,OzxfJQdhnYjOMz-vFg99aQ
35,Jillian R.,1,3,"Came here cause it's iconic and no one in my party had been before. Service was quick, and even though we had to wait to be seated, there were some empty benches outside and the wait was fairly quick. The pizzas came out fast and were nice and hot, but they weren't anything amazing. Good pizzas, just nothing I'd rave about and tell someone they had to come here for. Cash only establishment, so make sure you know that before you arrive.",7/1/2019,10,186,73,1h3z7QnZx_Eoyvhbucevlg
36,Alice W.,0,5,"Thai restaurant has the best pizza I've ever eaten in my life!! Even though I had to wait 2 minutes to get a table, it's worth it. The lighting is good and the tables and utensils are clean. The menu has a medium variety of things, including pizza and salads and bread sticks. You can choose between large or small pizza. I got a small Margarita and a large clam pie. NOTE FOR CLAM/SEAFOOD LOVERS: GET THE CLAM PIE BECAUSE THE PIZZA HAVE LIKE A MILLION CLAMS ON IT, FRESH PEELED TOO! It's soooo good. Me and my family ate it all! The only thing BAD about this place is that the pizza is too overpriced. It costed me 60 something dollars just for 2 pizzas. But that's ok. The waiters are fast and really nice. They never let your water be empty. Overall, it's really AWESOME!!",7/14/2019,0,2,4,Iz_thQ_D-YtxNg-6QzMZQQ
37,Greshka P.,1,3,"As NYC's first Pizzeria you must visit it at least once.  We arrived at around 7pm, on Christmas eve.  Place was busy but wait was only 15 minutes so we went to the bar and ordered a glass of wine.  This took a bit and by when our glasses were in front of us, our buzzer indicated our table was ready.We walked past all the front tables, then through the kitchen, then up the stairs, and were seated on the top room.  This part was really cool, you could see the history and imagine how long this place has been standing here.  That top room was small, brick walls, and the view is an alley - Very New York, in my opinion.After looking at the menu we decided on sharing a small pizza, and a calzone was also ordered.  The small pizza has 6 slices, perfect for sharing.  Think crust, good amount of toppings but flavor wise I've definitely had better.  It wasn't bad but I was not impressed.  The calzone, they brought it last, and when my friend cut it she realized they had put the wrong ingredients.  Sent it back and they made a fresh one for her.  This is a big portion too so after eating half she requested a box to go.  The server said he could box it for her but that never came.  While eating we had also asked for a second glass of wine, this took a long time too, and I noticed the table next to us complaining about not getting theirs either.  We also had to chase down our waiter to pay.  And after noticing my friend's ""to go box"" wasn't coming at all we decided to leave.Experience wasn't great but the calzone was good, pizza was OK and it's a cool place to see.   So, 3 stars is what I'll give it.",1/9/2019,1408,984,4722,mjOKUSdIqxFPSYMB-MmS9g
38,Radhika G.,1,1,"I was really excited to try Lombardis, because it *is* the original pizza in NYC. However, I can think of at least 10 places that I would go in NYC to get a better slice than this.We walked in late on a Friday evening and we were seated pretty immediately. This place is cash only, but they have an ATM, just to be aware.We ordered a Margherita pizza ($25) and an order of breadsticks ($10). The breadsticks was extremely dough-y and the pizza had extremely flavorless crust and was very floppy / cardboard-y. The sauce was bitter, as well. They also gave us paper plates, which could be fine in theory, but is odd given that it was a sit down restaurant. Overall, would absolutely not recommend coming here for a ""NYC-slice"" or any pizza. Places you could go to instead: Juliana's, Prince St. Pizza, Adrienne's Pizza Bar, or honestly 99 cent pizzas",1/11/2019,334,76,101,GtmvDH3LqZf3-NlHUYXgrQ
39,Ari L.,1,4,"It was actually better than I had expected given the fact that it's a touristy restaurant. We waited less than 10 minutes to get seated. We ordered two pizzas, one margherita and a mushroom/pepperoni pizza. The two pizzas were more than enough for all five of us. I don't understand the concept of a cash only restaurant especially in 2019 other than for shielding earnings from taxes. Also, the ac unit above the door needs to be replaced. We sat right by the door and every time the door opened the ac unit went off and it sounded like an old and broken Vegas slot machine.",6/30/2019,5,32,10,f_tnXODTwuMhK17g5akffg
40,Hailey A.,0,4,"The pizza here was pretty good, not my favorite but it was a good backup when the place I had originally planned to go to was too busy. We had gotten a pizza to go so I don't now how their service is but it was busy inside and there was no where for us to wait inside for our pizza, it was only a 15 min wait for our food though.",7/21/2019,0,11,2,xZOnHlTlRco9Pn3m2sStSQ
41,Daym P.,0,4,"My suggestion is to arrive early. People LOVE a great pizza and that is exactly what you'll receive at America's First Pizzeria. I decided to live my best life and order their Original Margarita but added meatball to mine and let me tell you, that was the best decision that I could had made. The first bite had me sold. Their fresh mozz is what drives us crazy and when I say us, it was easy to see around the room that happiness was the going feeling for everyone looked to be enjoying their pizza as well. You get the fresh mozz pull and the sauce was definitely homegrown! I had plenty of meatball action on my slice, enough to make an ACTION MOVIE drool over this one and say, ""Well DAYUM, that pizza slice has it going on and everything to keep the people wrapped up and LOCKED IN!"" The meatball had a tender bite to it and was well seasoned. Now me personally, I definitely enjoy a more crispier bite on the crust but I refuse to sit here and beat you all in the head over some crust for when the pizza is THIS GOOD, you just PUT SOME RESPECT ON IT!!",6/13/2019,1068,24,3,J4A9IGoxZJAwdyW0aoGbCQ
42,Amy N.,1,5,"OMG best pizza!!! Environment is neat as well, it feels like you are walking into an Italian family home type of a scene. Big wait time and parking is horrible. Best to get dropped off. Service is good.",2/2/2019,162,145,630,QGlGLTY4MJfN9IaNeeBP1g
43,Oksana J.,0,3,"Underwhelming.really underwhelming. Best pizza?? I beg to differ . It looked impressive, large and pretty. We ordered half Margherita half Ricotta cheese, first of the will charge you price for the more expensive half of the pizza , which in our case was ricotta, I always knew it was half and half.. ok. Good- ricotta side I enjoyed, lots of cheese, tasty, good crust on a whole pie, thin , crispy, nice flavor. Margherita, this is where the disappointments comes from - sauce is sour , not the quality I was expecting , I am not even comparing it to anywhere in Italy , just the USA. Sour sauce, barely any cheese and basil. The ambience was a fail as well, especially sitting in a back room.",7/6/2019,5,30,19,xstST_4UyG-bMKaDqIH74Q
44,Chris S.,1,5,"My daughter is obsessed with high end pizza so I decided to take her to the very first pizza joint in America. It didn't disappoint one bit. The whole experience was outstanding. The crust was thin, crispy and delicious, the toppings were fresh and perfect and the service was outstanding. The ambiance was full little Italy. If you love pizza and you are visiting NY, you have got to eat here!",4/2/2019,204,408,335,KiXkvugLXYtWyGHJRU8-Og
45,Tiffany W.,1,2,"I know this is a tourist spot but in my defense I've never had the pleasure of stopping by here for the pizza.Started off with a house salad and was totally enjoying it until I encountered not one...but TWO small hairs. Mind you, my hair is super long and dark so it wasn't my own that magically appeared beneath the leaves of romaine and arugula. I immediately stopped eating it and we brought it to the waitresses attention...She was understanding and immediately reached out to the manager on duty. He tried to question how it happened and where the hair was which really bothered me...I mean there's a hair in my food period. I didn't plant it/ wth. The pizza was pretty good but to be honest my appetite was ruined after the hair ordeal.",11/19/2018,137,179,253,oZlIfa8luBIxqwZSzbhJNw
46,Christina A.,1,3,"My sister and I came across this place via Yelp and and a google search. We wanted to try some New York Pizza and Lombardi's popped up on the list. We figured it'd be good to try since it was well known in the city. I wasn't sure what to expect but I knew I had to try their Margherita pizza, it was what they were known for!We popped in for lunch and it was packed. We thought we would be waiting awhile but to our surprise we were taken in within 15 minutes. Service was attentive and the waitress was friendly and patient. The walls were covered in photos of the owner posing with famous celebrities so we knew we had come to a staple pizzeria in NYC.We came for pizza so that's exactly what we ordered. A medium Margherita pizza to share and being meatatarians, my sister and I decided to share the homemade meatballs. First off, the meatballs were good in their own right but what made the dish was the tomato sauce. There was nothing left on the plate when we were done. Second, the pizza was good, not the best margherita I've had but pretty good. Thin crust, a good amount of that delicious tomato sauce and a decent amount of the fresh mozerella. Not a bad pizza by all means.Overall, I'd say this place was warm and friendly, and the food was pretty tasty. The cost was a little on the higher side for what you get but we left full and satisfied nonetheless.",1/17/2019,110,48,99,i27n2r8kscamsvd0FSn4Fw
