,user_name,user_elite,stars,review,user_date,user_friends,user_reviews,user_photos,user_url
15,Moshe V.,0.0,5,"The best pizza that i ever eatYou have wait a while until its ready,But definitely worth it",6/28/2019,5,1,0,2VG5kH6KZCgGyNY4CslfwA
16,Eric B.,1.0,3,"Best one we tried in Brooklyn and we tried a few.I have always heard you never tried good pizza until you go to NY, well I have been and we tried MANY places and to tell you the truth for me pizza in NY was OK it seemed the same as eating pizza everywhere else I have been..Just my opinion thoughAnyway you walk in and the service/dinning/preparation area is all within steps of the front door, just like most everywhere we visited in NY (small) walk up place your order and wait while they prepare it in front of you, nothing hidden here. Seems the place might look the exact same way it did when it originally opened inside.We had the square and the regular , taste was nothing bold nor bland just reminded me of vanilla ice cream = safe.Staff was plenty friendly and plenty busy.",7/17/2019,5,187,324,X0NJT_YrZg6-U9oRGJcYKQ
17,Jim B.,0.0,5,"Best in the city. Better than everything in Chicago and New Haven. Fuggeddaboutit; It's other Brooklyn contenders like L&B are sugary junk compared to this master square pie. The round is great too, and the toppings also high quality and delicious. It's not pretty, even though his daughters are, and sometimes it's smoky from the square pies, and it's always hot, and crowded, but the pizza is worth waiting for. My favorite is to get one square and one round, and favorite toppings are pepperoni, soppresatta, artichoke, and sausage.",2/1/2019,0,7,0,0b4fBe95Cv6Tp54vdMN-Jw
18,Corinna Y.,1.0,3,"I've always past by years ago in high school, and finally decided to try out this famous pizza place that everyone raves about. I came by on an extremely cold Saturday, and the line was long as expected. It took 15 minutes to get in and order a slice, and 30ish minutes to get the actual slice. At least it was fresh and hot once my friend and I got it. As much as I would like to say that this pizza was as great as people say, I was honestly disappointed. The only great thing about it was that the tomato sauce tasted very fresh and sweet, it is certainly different from an average joe pizza. But the slice itself barely had any cheese and tomato sauce on it, most of what tasted like thin crusted bread. It ended up tasting like your average NYC dollar slice pizza. I'm practically dumbfounded and confused as to why it is hyped so much, maybe getting the square slices or a whole pie is better than the slice???Anyways, I might try it again, but with the ridiculous wait time probably never.",7/15/2019,206,49,22,OGsqbjcBG2U1_rxx7Amarw
19,Nicole S.,0.0,3,Waited 90 min for a pie and it was as thin as a sheet of paper dripping in oil. Place had one working oven three broken ovens and tons of people trying to get a pie traveling from everywhere  bc of the barstool review it got. sorry but isn't worth the travel for me and definitely not worth the $30!,1/15/2019,170,36,60,-kDBjgQDs_1qDvNCBHizIw
20,Simon L.,1.0,4,"Took a 1 hour train to Brooklyn just to experience Di Farras. No regrets and its legendary for a reason. As good as the classic pizza was, the pepperoni square which is thicker and more dense might have been even better.Really good pizza and was nice seeing Dom in action doing his thing so much pride in his craft.",2/20/2019,0,48,60,ZV66efbX4DgJ_f2lnvZ30g
21,Julien S.,0.0,5,"Be prepared to wait, but also be prepared to experience something beautiful and unexpected.This restaurant is one of the last remaining true NYC pizzerias; it's interior is outdated and the smell of baking bread is permanently infused into the very bricks of the walls.The orders are taken in a classic marble notebook and are made (from scratch) in front of you. There is no pre-made slice, there are no day-old pies. Everything is made to order.The dough is a masterpiece; it's thin, it's crunchy, it has a soft springy interior texture at the edge, it has the gorgeous browned spots that add that slight bitter caramelized flavor.The sauce is exquisite; silky, sweet, tangy, and placed with exactly the right amount to not drown the dough and provide a substrate for the cheese and toppingsThe cheese; only the finest buffalo mozzarella, and not so much that it becomes a grease fest or huge mouthfuls of gluey cheese.And when the entire masterpiece comes out of the oven, it's hit with olive oil and fresh basil.Yes please.",6/23/2019,0,10,0,UbldLdKfuwVNYcUb8mkTCg
22,Elliot H.,1.0,3,"So pizza, 5 out of 5. Concept/business model 1 out of 5. Let me explain, pizza was great wonderful sauce, cheeses and flavor. Concept we show up to a window and say 2 slices of regular and 2 slices of square and wait. There were not many people there, they cook every pie fresh and only 1 pie at a time. Which was really upsetting because you know you're about to sell 100 slices of regular and square, lets use the other 4 ovens you have and put pies in each of them. Nope. So we get our regular slices about 20 min of waiting. We could of walked away without paying because they are so lax there. We didn't we stayed, another 45 minutes before the square slices showed up. Di Fara one and done.",6/23/2019,55,184,0,6_Ds4IVe8PddhP-xa2KSsg
23,Mr. S.,0.0,5,The pizza at Do Fara was absolutely delicious. The flavor was out of this world. We visited New York for the first time and we were told about this place. Anyone who complained about the wait or the spiral notebook needs to talk about the love given in each slice we consumed. Mmmmmm!,7/14/2019,4,12,2,-4WEJb0ZB-mHg4TsyyMQQg
24,Edward W.,1.0,4,"We came here right when it opened at 12pm on a weekend and there wasn't much of a line. We waited about 30 mins for our pizza. We ordered two pizzas, one square pie and one classic pie. The square classic is by far the superior pizza here. Square classic is a margherita pizza and has a delicious thicker, firm bottom and crust. The fresh basil was definitely a highlight on the margherita. Classic pie had a fairly bland crust and the toppings didn't really go well with each other. It was worth the journey out here just to try it, but there is plenty of pizza closer to Manhattan. I definitely regret trying the classic pie at all, we really should have just doubled down on the square pie.",12/8/2018,420,1571,3021,P4Td3m5oMGZGTfDVZzgztg
25,Jake C.,1.0,5,"Place never disappoints,People say totono's gramalde's Roberta's paulie gee's, locali,nothing comes close to this best of the best.",4/10/2019Updated review,76,177,8,t0ULtMqmlxUXfcrCddTvZw
26,Zoid V.,0.0,4,"I've had their pizza since 2000.  It's delicious.  They now deliver, and opened a new location.  I personally think that this pizza, while being really good is over-hyped.  It's just good quality pizza, that is made by humans, and not on some automated assembly line.  I remember a few times I ordered pizza or the big calzones back in 2001, the quality varied.  It could be amazing, or one time the calzone cheese had too much salt in it.  The place doesn't look particularly clean, and now there is a line of people who come from all around the world to taste this legendary pizza.  Well, I ordered a pie online for delivery, the pie came delicious, fresh and hot.  I had 4 slices just now.  It's greasy, it's yummy and once in a while worth indulging.",7/19/2016Previous review,166,40,5,qPILZDhy0pp3B3gIpJ_OCQ
27,Alan N.,1.0,4,"New Yorker my whole life and I finally came to Dr Fara for the first time today. A lot of mixed feelings. It is GREAT pizza but coming here is an experience. For those interested in knowing the wait time: I arrived at 1135am Saturday morning and there were 8 people in front of me. I was the 3rd group to order. I didn't get my pizza until 1255pm. So its a decent wait even when I was so close to the front of the line. They're definitely working as fast as they can but its definitely a slow slow process. Definitely they should find a way to be more efficient and organize a bit better. I felt like I was the third person to order... it shouldn't have taken 50 minutes to get my pizza. The pizza itself is really good. I got the DiFara classic. Don't get me wrong, its really good pizza (8.3 on the one bite scale), but it was definitely missing the WOW factor. It took me over an hour each way to get there, 1.5 hour wait... so I really wanted the WOW factor... and I can't say it gave me the WOW factor. The ingredient are SUPER fresh and the sauce is as amazing as everyone described. But it just wasn't special..Tip: If you just get a single slice, you definitely won't be waiting as long as I did. It's still a decent wait... but won't be over an hour wait. General note, if the owners are reading this. Please wear gloves. People were touching everything you can imagine (including the money) and then touching the pizza. I don't really care but its definitely poor food service etiquette. Also a bit disappointing, the old grandpa wasn't there. It seems like he's working less and less now. So if you're lucky enough, he might make an appearance. To summarize, its great pizza. But for $34, deep in Brooklyn, and 1.5 hour wait, I can only give this place 4/5 Stars.",7/11/2019,317,335,1477,xl9Rcs-cW9Vt4140HR03nA
28,Dan E.,1.0,5,"When i think about a perfect NY PIE: thin crust, gooey cheese and sweet/herby sauce.  Di Faras is literally the perfect slice. The crust is super thin and crispy.  It creates a great vehicle for the sweet tomato sauce, with chunks of whole tomatoes, and hand sliced buffalo mozzarella.  The cheese melts beautifully on top of the sauce and dough.It is often stated that one can't rush perfection.  Di Fara's slice is no exception.  The wait time, early in evening before the dinner rush, was about 30 mins for the pie.  The wait will be considerably longer on the weekends and closer to dinner time.The price point is a little high for Pizza.  At approximately $30 a pie, it is almost double the price of my neighborhood pizza spot.   But I always stop here when I am in Midwood, because this is one of the best, certainly top 5, slices in New York.",10/20/2018,222,68,44,3YdU0NNc_nTfssCtdyV-bA
29,Ceylan T.,1.0,4,"I finally had an opportunity to try pizza from this place.  I was excited as I'm a sucker for old school establishments that have a history.  I had it bookmarked as it's one of New York's best spots to grab a slice of pizza.    I was worried that there would be a long line as I had been warned by others that a line was consistently always present.  However, to my relief, there was no line on the weekday that I visited and I was ecstatic that I would be able to finally try their pizza.  It isn't exactly a cheap slice, but you're forking over for an institution that has been here quite a while and hand made by the man himself.  The inside looks like a health hazard, but the walls make up for it by displaying articles that glorify the place.  The pizza was good, however, being a newbie to the thin crust style, I had had to remind myself this was an old school classic.  It might take some getting used to for me, but four stars for the combination of the hype of the establishment and their pizza.",10/18/2018,196,346,2228,XCpqR8MR4gc3CN3iyw4c1Q
30,Hung N.,1.0,5,"My wife saw this place in a review and wanted to try it out.  It was a bit out of the way since it was located in Brooklyn but it was worth it to try it out.The location was super convenient for us since it wasn't even a block away from the Ave J subway station, which is where we got off.  The location was hard to see because there were no lights outside but we found it relatively quick.  It is quite small in the inside with made enough seating for 15 people.  Today they happen to be very packed and busy because so many people were riding while pizzas.  Due to this the square slice we ordered took about 45 minutes.We got the regular slice and a square slice because we heard they were a bit different even though they had the same toppings and such.  The slice was good.  Sauce and cheese were good and tasty and the crust was a very think New York style, which I like a lot.  With it being so thin it has a nice smoky almost burnt flavor to it.  The square slice came out 45 minutes later which was fine with us since we were in no hurry.  The square was actually better than the slice.  Same sauce and cheese but the crust was a little thicker and had a nice crunch to it.  It was worth the wait though.We would definitely recommend this place to anyone looking for a nice slice of pizza and to try the square slice as well.",10/10/2018,41,82,75,DtVJIgCjSxlN9_TgTuhkNQ
31,Jen J.,0.0,3,"I came here on a recommendation/based on all the articles that I've read. I went on a Sunday in May. It was pouring rain outside/super cold and they were supposed to open at 1 PM, but made us stand outside in the rain and did not open the doors until nearly 1:40 PM. I was the 2nd person of the day to order. I ordered a regular slice of pepperoni and sausage and a square slice of sausage and extra cheese. As the other reviews say, I waited about an hour for my first slice. I figured that would be the total wait, but I waited an additional 45 minutes for my second slice. I left after 3:00 PM after arriving at 1:00 for two slices of pizza. They have awards up all over, mainly from 2007 and prior. The pizza was good, but the situation surrounding it and the extremely long wait did NOT make it worth the time. Someone also tried to tell me that it was slow because the owner/elderly man was making the food, but it was actually a bunch of folks in their 20s. If I had to review the pizza only, I'd give it a solid 4 stars, but being a cash only place that makes you wait not only in the rain because they chose to open late, but also so long for two slices of pizza...definitely not worth it in my opinion. I'm glad I had the experience, I guess, but I wouldn't go back.",11/3/2018,0,7,0,GnxvIsJmtZMyoHTKlAiv9Q
32,Beth L.,1.0,5,"I've heard about this joint forever so today as I was working in Brooklyn I googled to see which was closer to where I was Di Fara or Roll and Roaster and this was closer. I got there at 1130 of course they don't open till noon. I waited in line behind only like 5 people no biggie. BUT let me tell you Brooklyn is a fucking disgusting armpit mess of shit. Nothing but homeless begging, Hassidics yelling and people being fucking nasty everywhere. I couldn't wait to get the hell outta there. I waited and got my 2 slices. They have hot cherry peppers yes please and parmesan cheese on the side. Of course my ride was ready the fucking minute I got the pizza so I could only take one bite and had to run but I finally got to eat them and the were really damn good. I actually liked them better than Frank Pepe in CT. They are super oily but I loved it anyway. Place is tiny tiny and its old school. The old man wasn't there but I believe his son was. They were super nice and kind and it was 5$ a slice which is insane buy you are in a touristy place. I dug it one more thing to cross off my bucket list. Cyclone im coming for you next,,,,,",5/17/2019,328,641,628,WH8uRmN_yyyp6xzEIXAN_w
33,Lindsey S.,1.0,4,"Conveniently located right off the Q- Avenue J stop. Came here on a Saturday afternoon and there was no line. Placed my order and said it would be about 30 minutes. I got a square slice with pepperoni, mushrooms and sun dried tomatoes. The sun dried tomatoes and pepperoni were yummy and large in size. The pizza is great, but the crust was a little too hard. Overall, a solid slice that you can dress any way you like.",5/9/2019,358,284,214,0A70Y22bF6_wKV-tmaedSA
34,Wendy M.,0.0,5,"You haven't tried a pizza if you did not come here.  The pizza is the best I've ever had.  You would probably eat the entire pie if no one stops you, that's how amazing this place is.  It's well known. The pizza is not greasy at all. The dough is made to perfection. A must try when in Brooklyn. I would give it more stars if I could.",2/23/2019,159,34,48,vra6xP1kIijB1vsGboldqw
35,Brad M.,0.0,5,"The BEST pizza in New York.  Period.  No arguments.  Now, that being said, I'm sad to report that the great master, Don DeMarco is no longer slinging the pies.  The good news is that the pizza is still head and shoulders above anyone else.  The bad news is that it has dropped a bit in taste.  Still worthy of 5 stars and still the champion! Worth the visit, the wait and the price.",5/26/2019,127,98,20,jVVKJnnEktv3BrDazJc2FA
36,Sergio P.,1.0,5,"So here's what I have to say: It's hard to call it the best pizza in NY only because we are BLESSED to be here in NY with so many different pizza styles, different types of cheese, pepperoni, sauce, etc. So let me tell you what you won't get here... You won't get your average Round pie, neither will you get your average sqaure pie. On top of that, it will take you a long long time to get this pie. So if you are prepared to wait, be crammed, burn the roof of your tongue (I was too excited) then you might be ready to have my absolute favorite pie in NY.",7/5/2019,2,44,95,8UB6mwNz-gZycbdwIwswNw
37,Steven B.,1.0,4,"Made the trek to Brooklyn on a muggy September Wednesday around 2pm. I was pleased to find that there was no line for Di Fara at this particular time on this particular day. The famous Dom was not working today either as he had the day off. I'm not sure, what if any, effect this has on the pizza.I was hungry and would be remiss not to get a slice of the regular and a square style slice.The regular slice is a NYC style. Fresh Basil. Nice crunch on bottom. Moderate chew. Red sauce is good, but I'd like more of it. Not too greasy. Light dough, mild yeast flavor. It seems like they are using low moisture mozzarella, with maybe a sprinkle of Parmesan. No cheese slip! A very solid NYC style slice, one of the best for sure. The combination of rich cheese, fragrant basil and sweet tangy, slightly savory red sauce is addicting. My only complaint is that I would have liked a little more sauce on this slice. Now on that note, the square slice is absolutely loaded with a deep red sauce. Extremely rustic and savory sauce. Nice complexity from the charring on the bottom. The middle part of the slice was soggy and caved in from the weight of the sauce. Pulpy bits of tomato. Low moisture mozzarella topped with more sauce. The flavor of the cheese mostly gets lost under the sauce, so If you are a sauce lover like me this may be up your alley. I did find the flavor of the dough itself to be lacking. I'm mostly getting the interplay of the sauce and the charring on the crust. I don't think this slice is for everyone. My only complaint is that I would have liked a dough that was more flavorful and did not get soggy from the sauce. Di Fara is just shy of a 5/5 for me. The regular slice is about as good as it gets for NYC style. I just would have liked a little more sauce.However, the square slice was lacking on structural integrity and the dough flavor. But the flavor of the sauce is deep and extremely savory like no other sauce I've had.I give Di Fara a solid recommendation, worth a detour. Make a journey there at your own discretion.",3/10/2019,30,177,1047,nJRC9BUXSho8BnplaoClBA
38,Dennis R.,0.0,5,"Simply the best pizza I have ever eaten, bar none. The crust is thin, crispy and holds up the contents. Di Fara's sauce and cheese can't be beat. The fresh basil on top is the perfect finishing touch.",9/14/2018,3,4,0,YfyBMUQoUcz1nGTMMpY4tw
39,Yael D.,0.0,4,"I have a couple hardcore lifetime New Yorker friends who grew up in Midwood, with Di Fara as their neighborhood pizza spot. Legend has it, according to them, that it was totally painless to walk in and grab a slice back then. So hard to imagine.   As for me, I can still picture exacting owner, Dom, lovingly drizzling imported Italian EVOO on each and every pie as it came out of the oven, toe-tapping customers be damned.  Back when I first began coming here, the wait was vaguely torturous, but bearable.  Then the masses discovered it, which translated into higher prices and worse, an interminable wait that made me stay away. For a looong time. Recently, forces seemed to conspire to send me back.  Dom was nowhere to be seen. His kids seemed to be running the show. The place wasn't that crowded, so naively, I figured the wait wouldn't be too bad. Oh, how wrong I was. At least 30 minutes after I ordered... Just when I was about to lose my sh*t, I got my slice.  Now, I gotta say...  It was good!  The crisp, airy crust was different than the ultra-floppy, thinner, charred-on-the-bottom one I remember from Dom's heyday, but it was lovely in its own right.  And the topping boasted vibrant, distinct flavors and plenty of fragrant fresh basil.Ultimately, though, part of the alleged charm of making a pilgrimage here was always about watching the pizza empresario himself in action. That era definitely seems over. And while my slice was good, it was not all that waiting worth of good. There is definitely comparable pizza in NYC these days without the absurd time commitment. Returning here after such a long hiatus gave me that sense of closure we all innately long for. I now know what I've been missing and can move forward.  Yes, of course am talking about pizza. What did you think I was referring to (wink)?ps If you're interested in trying a square slice, the wait is even longer than for the regular. All I can say is, heaven help you.",7/8/2019,136,578,1907,PUDYBk_OW3dYQFNhGPaRjQ
40,Dasle K.,1.0,5,"Di Fara has been on my bucket list for years, and I'm happy to report that I FINALLY had the chance to make the trip here.Di Fara now has a second location at the North 3rd Street Market in Williamsburg, but we opted for the full experience at the original location. It was a rainy Saturday afternoon, so we got lucky with almost no line. The only wait was for the pizza itself (40-45 min). We ordered half original, and half Di Fara Classic (peppers, sausage, onions, and mushrooms). Both were sooooo good. But if I had to choose I think I liked the Di Fara Classic better. A few tips:- Cash only.- There really isn't much to do in the area while you wait, so make sure to come with someone who you can talk to for hours. - Consume on the spot; but it's still good when you get home. - Be prepared to wait at minimum 45 min. - DeMarco is 84 and may retire one day. GO before it's too late. The pizza here was solid by all standards, but was it a game-changer? To be honest, no. I'm still a fan of John's on Bleecker, Lucali in Brooklyn, and so many other pizza spots that we in NYC are blessed with. But 54 years of pizza making is both an art and a science. Di Fara is consistently ranked for the best pizza in NYC (and America) and I think there's something really special about the whole counter pizza experience, and about DeMarco himself. I'm very grateful that I had an opportunity to witness the pizza master at work. I hope you get the chance too.",8/19/2018,724,287,2048,Z04BoxuWChF17meyN_e33w
